"Date","Area","OSgrid","longitude","latitude","Alt","Aspect","Incline","Location","Obs","FAH","OAH","Air.Temp","Wind.Dir","Wind.Speed","Cloud","Precip.Code","Drift","Total.Snow.Depth","Foot.Pen","Ski.Pen","Rain.at.900","Summit.Air.Temp","Summit.Wind.Dir","Summit.Wind.Speed","Max.Temp.Grad","Max.Hardness.Grad","No.Settle","Snow.Index","Insolation","Crystals","Wetness","AV.Cat","Snow.Temp"
2013-03-16 14:00:00,"Lochaber","NN195745",-4.95963272868231,56.8268279451033,"1100",90,30,"Aonach Mor","GM","Moderate","Considerable -","-1.7",20,15,100,"2 - Trace","0",NA,15,15,0,-4.3,168,12,0,1,228,4,12,0,1,NA,-2.4
2013-03-17 13:05:00,"Lochaber","NN185742",-4.97578200706538,56.8237471920565,"1000",230,25,"Aonach Mor: Top of West Face","KM","Considerable -","Considerable -","-2.1",90,10,100,"4 - Light Showers","1",76,30,NA,0,-2.9,107,16,0,2,236,8,12,0,1,NA,-3.1
2013-03-18 11:45:00,"Lochaber","NN193733",-4.96205488474999,56.8159844894641,"1200",260,10,"Top of West Face of Aonach Mor","BF","Considerable -","Considerable -","-4.1",80,10,100,"6 - Snow Showers","1",68,6,NA,0,-4.1,NA,NA,0,2,242,6,12,10,1,NA,-3.3
2013-03-19 13:00:00,"Lochaber","NN188738",-4.97058925544161,56.8202756509007,"1125",300,15,"Aonach Mor","GM","Considerable -","Considerable -","-6.4",90,15,100,"0 - None","1",50,15,10,0,-6.4,241,11,0,1,246,4,12,0,1,NA,-6.4
2013-03-20 12:44:00,"Lochaber","NN188733",-4.97023399707121,56.8157899484126,"1120",290,15,"Aonach Mor","GM","Considerable -","Considerable -","-5.1",120,15,100,"4 - Light Showers","1",60,30,20,0,-4.8,210,16,0,1,250,4,12,0,0,NA,-4.2
2013-03-21 12:14:00,"Lochaber","NN167720",-5.00365131362958,56.8033045437532,"750",350,25,"Below Douglas Boulder, Ben Nevis","BF","Considerable -","Considerable -","-2.7",100,15,90,"0 - None","1",115,1,NA,0,-7.3,154,25,0,2,250,0,12,10,1,NA,-4.4
2013-03-22 11:30:00,"Lochaber","NN165727",-5.007425029995,56.8095054974401,"570",320,15,"By Allt a Mhullin, Ben Nevis","BF","Considerable -","Considerable -","-2.3",140,40,100,"4 - Light Showers","1",145,2,NA,0,-7,166,44,0,2,254,4,12,0,1,NA,-2.3
2013-03-23 12:30:00,"Lochaber","NN177751",-4.98951481570519,56.8315083171027,"530",306,18,"Meall Beag","BF","Considerable -","Considerable -","-1.9",138,25,100,"4 - Light Showers","1",110,1,NA,0,-7.5,170,48,0,2,258,4,12,10,1,NA,-2.5
2013-03-24 12:15:00,"Lochaber","NN167720",-5.00365131362958,56.8033045437532,"750",340,35,"Below Douglas Boulder,  Ben Nevis","BF","Considerable -","Considerable -","-3.3",180,10,100,"2 - Trace","1",NA,1,NA,0,-3.3,NA,NA,0,1,260,2,12,0,1,NA,-3.7
2013-03-25 12:00:00,"Lochaber","NN166757",-5.00794763839878,56.8364582317214,"840",270,15,"Carn Dearg Beag","GM","Considerable -","Considerable -","-3.4",135,30,100,"4 - Light Showers","1",NA,5,NA,0,-6.7,NA,NA,0,1,264,4,12,0,1,NA,-3.6
2013-03-26 13:12:00,"Lochaber","NN186743",-4.97421701284604,56.8246833558357,"1000",260,15,"Aonach Mor","GM","Considerable -","Considerable -","-4.5",90,10,100,"4 - Light Showers","1",110,0,0,0,-6.8,196,13,0,1,268,4,12,0,0,NA,-6.3
2013-03-27 13:12:00,"Lochaber","NN193939",-4.97673696888008,57.0007929147053,"1200",270,25,"Aonach Mor","GM","Considerable -","Moderate","-4.6",90,15,80,"0 - None","1",140,15,5,0,-6.8,251,7,0,2,270,2,12,0,0,NA,-5.7
2013-03-28 12:00:00,"Lochaber","NN188739",-4.97066031948681,56.8211727908358,"1100",270,15,"Aonach Mor","GM","Moderate","Moderate","-4",90,20,100,"0 - None","1",60,2,NA,0,-6.8,238,9,0,1,270,0,12,0,0,NA,-6.7
2013-03-29 12:00:00,"Lochaber","NN193748",-4.96311804429067,56.8294416820884,"1000",310,25,"Aonach Mor","GM","Moderate","Moderate","-4.1",135,15,70,"0 - None","0",50,2,NA,0,-6.2,133,14,0,1,270,0,12,0,0,NA,-5.3
2013-03-30 11:40:00,"Lochaber","NN193730",-4.96184236388073,56.8132930458848,"1200",294,23,"Top of West Face of Aonach Mor","BF","Moderate","Moderate","-4.6",180,2,70,"0 - None","0",56,1,NA,0,-5.5,216,6,0,3,270,0,12,10,1,NA,-8.6
2013-03-31 11:20:00,"Lochaber","NN192735",-4.96383249455081,56.8177399162348,"1200",240,20,"Top of West Face of A. Mor","BF","Moderate","Moderate","-5.1",160,5,90,"0 - None","0",65,1,NA,0,-5.5,189,10,0,2,270,0,10,10,1,NA,-6.3
2013-04-01 10:30:00,"Lochaber","NN195753",-4.96019940260481,56.8340051229075,"850",0,25,"Aonach Mor","GM","Moderate","Moderate","-5.4",90,10,0,"0 - None","0",60,0,0,0,-6.9,142,22,0,1,270,0,20,0,0,NA,-8.3
2013-04-02 11:00:00,"Lochaber","NN167718",-5.00350771051863,56.8015103124753,"850",60,20,"Ben Nevis","GM","Moderate","Moderate","-1.4",135,10,10,"0 - None","0",30,5,NA,0,-4.4,118,13,0,3,270,0,20,10,0,NA,-5.8
2013-04-03 12:06:00,"Lochaber","NN188739",-4.97066031948681,56.8211727908358,"1100",270,20,"Aonach Mor","GM","Moderate","Moderate","-3.7",135,10,0,"0 - None","0",40,1,1,0,-4.9,135,10,0,1,270,0,20,0,0,NA,-4.7
2013-04-04 10:30:00,"Lochaber","NN168717",-5.0018008113306,56.8006525759684,"900",40,30,"Ben Nevis","GM","Moderate","Moderate","-2.8",135,15,20,"0 - None","0",60,0,0,0,-3.2,117,10,0,2,270,0,20,10,0,NA,-4.7
2013-04-05 10:00:00,"Lochaber","NN188739",-4.97066031948681,56.8211727908358,"1100",270,10,"Aonach Mor","GM","Moderate","Moderate","-2.7",45,5,10,"0 - None","0",45,1,1,0,-0.8,93,9,0,3,270,0,20,10,0,NA,-4.1
2013-04-06 12:30:00,"Lochaber","NN192730",-4.96347807763839,56.813254184477,"1200",310,30,"Aonach Mor: top West Face","KM","Moderate","Moderate","-2.9",260,10,90,"0 - None","0",142,1,NA,0,-3.2,223,4,0,3,270,0,20,10,1,NA,-5.9
2013-04-07 12:35:00,"Lochaber","NN192733",-4.96369071544571,56.8159456240934,"1200",310,35,"Aonach Mor: top of West Face","KM","Moderate","Moderate","-1.5",230,5,100,"4 - Light Showers","0",135,10,NA,0,-0.9,225,8,0,2,274,4,20,10,1,NA,-3.4
2013-04-08 10:45:00,"Lochaber","NN193731",-4.9619132000598,56.8141901939317,"1200",230,21,"Top of West face of Aonach Mor.","BF","Moderate","Considerable -","-4.4",160,8,100,"2 - Trace","1",67,2,NA,0,-4.9,157,14,0,4,276,2,20,5,1,NA,-2.5
2013-04-09 11:15:00,"Lochaber","NN193730",-4.96184236388073,56.8132930458848,"1210",300,24,"Top of West face of Aonach Mor","BF","Considerable -","Considerable -","-4.7",120,5,95,"0 - None","1",273,10,NA,0,-4.8,148,20,0,3,280,4,20,5,1,NA,-6.6
2013-04-10 11:00:00,"Lochaber","NN193737",-4.96233830346782,56.8195730782826,"1200",270,15,"Aonach Mor","GM","Considerable -","Considerable -","-4.1",180,15,100,"0 - None","0",50,2,NA,0,-2.7,173,13,0,2,280,0,20,10,0,NA,-3.2
2013-04-11 10:30:00,"Lochaber","NN186743",-4.97421701284604,56.8246833558357,"1050",270,15,"Aonach Mor","GM","Considerable -","Considerable -","-1.9",135,15,100,"2 - Trace","1",45,3,3,0,-2.5,150,17,0,2,282,2,20,10,1,NA,-1.3
2013-04-12 09:30:00,"Lochaber","NN168717",-5.0018008113306,56.8006525759684,"900",50,20,"Observatory Gully","BF","Considerable -","Considerable -","0.1",NA,0,100,"4 - Light Showers","0",200,8,NA,0,0,146,12,0,2,286,4,20,10,1,NA,-1.6
2013-04-13 12:58:00,"Lochaber","NN189738",-4.96895324627814,56.8203146085711,"1150",270,15,"Aonach Mor","GM","High",NA,"-0.4",180,25,100,"0 - None","1",40,4,4,0,-1.6,121,9,0,3,286,0,20,10,1,NA,-0.3
2013-04-19 10:45:00,"Lochaber","NN194733",-4.96041904994303,56.8160233334148,"1200",100,15,"Top of Spikes Gully, Aonach Mor","BF","Moderate","Low","0.9",260,1,5,"0 - None","0",245,1,NA,0,-0.6,299,14,0,2,286,0,10,0,1,NA,0
2013-04-20 11:00:00,"Lochaber","NN165718",-5.00677798366099,56.8014314867499,"830",350,40,"Below Douglas Boulder, Ben Nevis","BF","Considerable -",NA,"2.4",40,5,100,"0 - None","0",50,1,NA,1,0,222,32,0,1,286,0,20,0,2,NA,0
2013-04-26 12:52:00,"Lochaber","NN192740",-4.96418701431685,56.8222256433111,"1190",90,45,"Aonach Mor","GM","High","Considerable -","-2.1",270,20,100,"8 - Snow","1",NA,25,NA,0,-2.5,253,25,0,2,294,8,20,5,1,NA,-1.4
2013-04-27 11:40:00,"Lochaber","NN168717",-5.0018008113306,56.8006525759684,"900",80,24,"Observatory Gully","GM CB","Considerable -",NA,"0.9",0,0,60,"0 - None","0",110,17,NA,0,-2.6,178,19,0,2,294,NA,20,5,1,NA,-0.6
2013-05-03 12:10:00,"Lochaber","NN194726",-4.95992349828294,56.8097432865348,"1200",90,20,"Aonach Mor: plateau","KM","Considerable -","Considerable -","-0.1",200,10,100,"6 - Snow Showers","0",360,18,NA,0,0,220,34,0,1,300,6,20,0,2,NA,0
2013-05-04 11:00:00,"Lochaber","NN167718",-5.00350771051863,56.8015103124753,"850",70,20,"Ben Nevis","GM","Moderate","Moderate","1.8",225,25,100,"8 - Snow","1",30,5,NA,1,-1,237,27,0,2,308,8,20,0,NA,NA,0
2013-05-05 10:00:00,"Lochaber","NN166720",-5.0052865301695,56.8032651389155,"820",30,10,"Ben Nevis","GM","Moderate",NA,"7.2",225,25,100,"0 - None","0",40,10,NA,1,4.3,225,43,0,1,308,0,20,0,10,NA,0
2013-05-10 11:20:00,"Lochaber","NN194746",-4.96133989442216,56.8276862532928,"1050",10,15,"Winger Wall, Aonach Mor","BF","Moderate","Low","2.7",250,5,100,"2 - Trace","0",120,2,NA,1,0.9,206,10,0,2,310,2,20,0,2,NA,0
2013-05-11 11:30:00,"Lochaber","NN168715",-5.00165731107974,56.7988583408815,"950",10,30,"Observatory Gully, Ben Nevis","BF","Low",NA,"1.5",80,2,100,"0 - None","0",85,2,NA,1,0,31,228,0,1,310,0,20,0,2,NA,0
2013-12-13 11:00:00,"Lochaber","NN195750",-4.95998686904311,56.8313136826343,"900",90,20,"Aonach Mor","GM","Moderate","Low","5.7",225,15,100,"0 - None","0",60,20,NA,1,4.9,211,28,0,1,0,0,2,0,2,NA,0
2013-12-14 12:25:00,"Lochaber","NN161717",-5.01324645095783,56.8003764705511,"960",45,30,"Ben Nevis: Coire na Ciste","KM","Moderate","Moderate","3.1",230,30,100,"","0",83,4,NA,1,2,220,40,0,1,0,0,2,0,2,NA,0
2013-12-15 12:13:00,"Lochaber","NN193747",-4.96304713818705,56.828544537224,"1050",10,30,"Aonach Mor","KM","Considerable -","Moderate","0",200,30,100,"4 - Light Showers","1",81,5,NA,0,NA,221,42,0,1,4,4,2,5,2,NA,-1.9
2013-12-16 13:00:00,"Lochaber","NN163722",-5.01033608611971,56.8049410157585,"900",90,30,"Ben Nevis","GM","Considerable -","Considerable -","0.2",225,35,100,"6 - Snow Showers","1",35,6,NA,0,-3,224,39,0,1,10,6,2,5,1,NA,0
2013-12-17 12:15:00,"Lochaber","NN195750",-4.95998686904311,56.8313136826343,"980",40,35,"Aonach Mor: North slopes","KM","Considerable +","Moderate","-1.4",200,25,90,"4 - Light Showers","1",74,30,NA,0,-2.6,230,36,0,2,14,4,2,5,1,NA,-2.2
2013-12-18 12:00:00,"Lochaber","NN169722",-5.00052433203793,56.8051775250806,"800",300,22,"Above CIC hut","GM SA AD","Considerable +","Considerable -","5.3",130,25,90,"0 - None","0",55,5,NA,0,1.9,212,46,0,1,12,0,2,5,2,NA,0
2013-12-19 12:00:00,"Lochaber","NN176740",-4.99036411111737,56.821600735674,"700",75,30,"Carn Beag Dearg","GM","Considerable +","Considerable -","-1.3",225,40,100,"8 - Snow","1",30,10,NA,0,-4.7,213,43,0,1,20,8,2,5,1,NA,-0.3
2013-12-20 11:30:00,"Lochaber","NN197752",-4.95685538162061,56.8331856072639,"850",30,38,"Aonach Mor","GM, AD","Considerable -","Moderate","0.7",225,30,100,"6 - Snow Showers","1",99,50,NA,1,-1,230,38,0,2,26,6,2,5,2,NA,-1.5
2013-12-21 12:10:00,"Lochaber","NN162717",-5.01161137209833,56.8004159783974,"970",10,10,"Coire na Ciste, Ben Nevis","BF","Considerable -","Considerable +","-0.1",40,3,100,"2 - Trace","1",85,10,NA,0,NA,218,56,0,2,28,2,2,5,2,NA,-0.3
2013-12-22 11:50:00,"Lochaber","NN193744",-4.9628344445699,56.8258531015074,"1140",340,15,"Upper Nid Ridge","BF","High","High","-4.2",220,15,100,"10 - Heavy Snow","1",63,15,NA,0,-4.3,230,25,0,2,38,10,2,5,1,NA,-4.3
2013-12-23 12:00:00,"Lochaber","NN186749",-4.97464405089227,56.8300661710965,"795",0,15,"Aonach Mor","GM","High","High","-1.7",180,40,100,"8 - Snow","1",90,35,NA,0,-3.5,180,40,0,1,46,8,2,0,0,NA,-1.5
2013-12-24 12:00:00,"Lochaber","NN162731",-5.01261961225199,56.81297549027,"500",300,10,"Ben Nevis","GM","High","Considerable -","0.5",135,60,100,"8 - Snow","1",30,30,NA,0,-4,200,50,0,3,54,8,2,0,2,NA,-0.4
2013-12-25 12:00:00,"Lochaber","NN167719",-5.00357950999155,56.8024074282086,"825",0,16,"Below Douglas Boulder, Ben Nevis","BF KM","Considerable +","Considerable -","-0.1",300,20,100,"8 - Snow","1",59,10,NA,0,-2.5,250,40,0,1,62,8,2,5,1,NA,-0.3
2013-12-26 15:28:00,"Lochaber","NN192740",-4.96418701431685,56.8222256433111,"1190",90,40,"Aonach Mor, Top of Left Twin","GM","Considerable +","Considerable +","-3.2",225,15,60,"4 - Light Showers","1",NA,40,NA,0,-3.2,225,20,0,1,66,4,2,5,0,NA,-2.6
2013-12-27 12:00:00,"Lochaber","NN192744",-4.96447070421195,56.8258142216011,"1150",340,20,"Aonach Mor: North slopes","KM; BF","Considerable -","Considerable +","-0.3",200,30,100,"8 - Snow","1",87,6,NA,0,NA,NA,NA,0,2,74,8,2,5,1,NA,-1
2013-12-28 11:30:00,"Lochaber","NN193744",-4.9628344445699,56.8258531015074,"1160",350,10,"Upper Nid Ridge, Aonach Mor","BF","Considerable +","Considerable -","-1.8",240,30,100,"8 - Snow","1",60,2,NA,0,-2,240,30,0,3,82,8,2,0,1,NA,-1.5
2013-12-29 12:35:00,"Lochaber","NN192739",-4.96411610213337,56.8213284982704,"1190",100,45,"Aonach Mor: top Left Twin","KM","High","Considerable -","-3.1",240,20,80,"6 - Snow Showers","1",NA,30,NA,0,NA,NA,NA,0,2,88,6,2,0,1,NA,-2.6
2013-12-30 12:40:00,"Lochaber","NN192739",-4.96411610213337,56.8213284982704,"1190",110,40,"Aonach Mor: top Left Twin.","KM","Considerable -","Considerable -","-1.3",300,10,100,"6 - Snow Showers","1",NA,15,NA,0,NA,NA,NA,0,2,94,6,2,0,1,NA,-1
2013-12-31 12:25:00,"Lochaber","NN193745",-4.96290533832699,56.8267502469335,"1100",0,25,"Aonach Mor: North slopes","KM","Considerable -","Considerable -","-1.3",180,25,100,"8 - Snow","1",105,15,NA,0,NA,NA,NA,0,2,102,8,2,1,1,NA,-1.2
2014-01-01 12:40:00,"Lochaber","NN193745",-4.96290533832699,56.8267502469335,"1100",340,25,"Aonach Mor: North slopes","KM","Considerable -","Considerable -","-2.1",180,30,100,"4 - Light Showers","1",118,20,NA,0,NA,NA,NA,0,2,106,4,3,0,1,NA,-2.3
2014-01-02 12:35:00,"Lochaber","NN192739",-4.96411610213337,56.8213284982704,"1180",70,40,"Aonach Mor: top of Left Twin","KM","Considerable -","High","-1.7",230,25,100,"6 - Snow Showers","1",NA,15,NA,0,NA,NA,NA,0,2,112,6,3,0,1,NA,-1.9
2014-01-03 12:00:00,"Lochaber","NN167718",-5.00350771051863,56.8015103124753,"800",350,20,"Below Douglas Boulder, Ben Nevis","BF","Considerable -","Considerable -","0.5",90,30,100,"10 - Heavy Snow","1",60,20,NA,0,-3,180,40,0,1,122,10,3,0,2,NA,0
2014-01-04 13:05:00,"Lochaber","NN192744",-4.96447070421195,56.8258142216011,"1150",30,30,"Aonach Mor: Aonach an Nid","KM","Considerable -","Considerable -","-3.3",220,15,100,"6 - Snow Showers","1",181,5,NA,0,-3,230,20,0,2,128,6,3,5,1,NA,-3.5
2014-01-05 11:20:00,"Lochaber","NN194746",-4.96133989442216,56.8276862532928,"1100",350,10,"Nid Ridge, Aonach Mor","BF","Considerable -","Considerable -","-2",200,5,100,"4 - Light Showers","1",155,1,NA,0,-2,200,20,0,1,132,4,3,0,1,NA,-3.2
2014-01-06 13:01:00,"Lochaber","NN192740",-4.96418701431685,56.8222256433111,"1180",90,45,"Aonach Mor","GM","Considerable -","Considerable -","0",200,35,100,"8 - Snow","1",NA,25,NA,1,-1,225,38,0,3,138,6,3,0,1,NA,-1.1
2014-01-07 11:30:00,"Lochaber","NN170734",-4.99974969110828,56.8159822838183,"975",330,20,"Carn Beag Dearg","GM","Considerable -","Considerable -","1.3",225,45,100,"4 - Light Showers","1",70,20,NA,1,-1,225,45,0,2,142,4,3,0,2,NA,-0.4
2014-01-08 12:00:00,"Lochaber","NN187746",-4.97279420035717,56.827413775435,"900",30,10,"Aonach Mor","GM","Considerable -","Moderate","0.8",225,30,100,"4 - Light Showers","1",280,10,10,1,-1,240,30,0,2,146,4,3,NA,2,NA,0
2014-01-09 12:35:00,"Lochaber","NN160715",-5.01473740242797,56.7985427276636,"1050",75,35,"Ben Nevis: Coire na Ciste","KM","Considerable +","Considerable -","-1.2",290,10,100,"4 - Light Showers","1",260,12,NA,0,-2,270,15,0,4,150,4,3,0,1,NA,-0.1
2014-01-10 11:30:00,"Lochaber","NN194745",-4.96126903556112,56.8267891067328,"1100",350,10,"Nid Ridge","BF","Considerable -","Considerable +","-1.1",240,10,100,"6 - Snow Showers","1",82,4,NA,0,-1.5,240,20,0,2,156,6,3,0,1,NA,-0.7
2014-01-11 12:40:00,"Lochaber","NN196743",-4.95785486834256,56.8250724630836,"980",10,30,"Climbers Col, Aonach Mor","BF","Considerable -","Considerable -","-2.5",NA,0,100,"6 - Snow Showers","1",160,10,NA,0,-3.5,260,15,0,3,156,6,3,0,1,NA,-1.5
2014-01-12 12:45:00,"Lochaber","NN167722",-5.0037949334023,56.8050987742759,"700",260,30,"Ben Nevis","GM, BF","Considerable -","Considerable -","-0.3",135,20,100,"0 - None","1",35,8,NA,0,-4,155,35,0,2,156,0,3,1,1,NA,-1.1
2014-01-13 12:45:00,"Lochaber","NN193745",-4.96290533832699,56.8267502469335,"1100",340,25,"Aonach Mor: North slopes","KM","Considerable -","Considerable -","-2.9",210,20,40,"4 - Light Showers","1",150,15,NA,0,NA,NA,NA,0,1,160,4,3,5,1,NA,-3.8
2014-01-14 12:45:00,"Lochaber","NN195730",-4.95857092403691,56.8133707044466,"1200",45,20,"Summit Gully, Aonach Mor","BF","High","Considerable -","-4.6",200,10,100,"4 - Light Showers","1",70,8,NA,0,-4.6,200,10,0,2,164,4,3,0,1,NA,-6.1
2014-01-15 12:30:00,"Lochaber","NN193739",-4.96248003750073,56.8213673715686,"1190",350,5,"Aonach Mor","GM","Low","Low","0.9",135,35,100,"0 - None","0",60,10,NA,1,1,135,30,0,2,164,0,3,0,2,NA,-0.7
2014-01-16 12:30:00,"Lochaber","NN192740",-4.96418701431685,56.8222256433111,"1180",100,45,"Aonach Mor","GM","Moderate","Low","-1.8",135,30,100,"0 - None","0",NA,5,NA,0,-1.8,135,30,0,3,164,0,4,0,0,NA,-1.4
2014-01-17 15:22:00,"Lochaber","NN167722",-5.0037949334023,56.8050987742759,"720",0,5,"Ben Nevis","GM","Low","Moderate","2.8",135,10,100,"0 - None","0",180,15,NA,1,0.8,135,15,0,2,164,0,4,0,2,NA,0
2014-01-18 12:30:00,"Lochaber","NN191740",-4.96582311383107,56.8221867472664,"1200",20,5,"Aonach Mor","GM","Moderate","Moderate","-1.8",135,30,100,"4 - Light Showers","1",60,15,NA,0,-1.8,135,30,0,2,168,4,4,0,0,NA,1.4
2014-01-19 13:00:00,"Lochaber","NN189738",-4.96895324627814,56.8203146085711,"1180",290,15,"Top of West face of Aonach Mor","BF","Considerable -","Considerable +","-1",170,5,100,"4 - Light Showers","1",70,6,NA,0,-1.1,150,5,0,3,172,4,4,0,1,NA,-1
2014-01-20 12:30:00,"Lochaber","NN193739",-4.96248003750073,56.8213673715686,"1190",45,5,"Aonach Mor","GM","Considerable -","Considerable -","-1.4",225,35,80,"2 - Trace","1",50,10,10,0,-1.4,180,20,0,2,174,2,4,0,0,NA,-1.8
2014-01-21 11:00:00,"Lochaber","NN165733",-5.00785658195521,56.8148881627308,"750",340,15,"Carn Dearg Beag","GM","Considerable -","Considerable -","-0.7",135,40,100,"8 - Snow","1",35,10,NA,0,-3,150,40,0,1,182,8,4,0,2,NA,-0.3
2014-01-22 12:30:00,"Lochaber","NN195747",-4.9597743724923,56.828622240677,"1050",35,10,"Aonach Mor","GM","Considerable +","Considerable +","-0.1",190,20,100,"6 - Snow Showers","1",70,15,10,0,-2,160,30,0,2,188,6,4,0,0,NA,-1.3
2014-01-23 11:30:00,"Lochaber","NN187742",-4.97250969739731,56.8238252251219,"1050",345,15,"Aonach Mor","BF","High","High","-3.2",220,20,95,"8 - Snow","1",150,10,NA,0,-3.5,270,20,0,2,188,8,4,5,1,NA,-1.9
2014-01-24 13:00:00,"Lochaber","NN167723",-5.00386674953766,56.8059958892541,"750",340,10,"Ben Nevis","GM","High","Considerable -","1.7",135,35,100,"8 - Snow","1",50,15,NA,1,-2,45,150,0,2,196,8,4,0,2,NA,0
2014-01-25 13:15:00,"Lochaber","NN166733",-5.006220863114,56.8149276063991,"750",300,20,"Carn Dearg Beag","GM","High","Considerable -","-0.2",225,30,100,"6 - Snow Showers","1",60,10,NA,0,-4,250,40,0,2,202,4,4,0,2,NA,0
2014-01-26 12:30:00,"Lochaber","NN168719",-5.00194432823026,56.8024468103004,"830",10,20,"Below Douglas Boulder, Ben Nevis","BF","High","High","0",150,15,100,"10 - Heavy Snow","1",175,6,NA,0,-3.5,180,30,0,1,212,10,4,0,1,NA,-0.6
2014-01-27 11:00:00,"Lochaber","NN187746",-4.97279420035717,56.827413775435,"900",20,15,"Aonach Mor","GM","High","High","-1",180,25,100,"8 - Snow","1",300,35,20,0,-4,135,23,0,2,220,8,4,0,2,NA,-1.5
2014-01-28 13:10:00,"Lochaber","NN192744",-4.96447070421195,56.8258142216011,"1140",320,25,"Aonach Mor: NW slopes","KM","Considerable +","Considerable -","-3.1",50,15,100,"6 - Snow Showers","1",325,20,NA,0,-3.5,90,25,0,2,226,6,4,5,1,NA,-3.7
2014-01-29 12:00:00,"Lochaber","NN164178",-4.9701790188249,56.3169241879937,"860",90,15,"Coire na Ciste, Ben Nevis","BF","Considerable -","Considerable -","-0.3",350,20,100,"6 - Snow Showers","1",137,15,NA,0,-3,120,20,0,1,232,6,4,0,1,NA,-0.1
2014-01-30 13:00:00,"Lochaber","NN186743",-4.97421701284604,56.8246833558357,"1050",340,15,"Aonach Mor","GM","Considerable -","Considerable +","-4.8",180,20,100,"0 - None","1",145,20,20,0,-7,30,135,0,2,30,0,4,1,0,NA,-3.9
2014-01-31 12:45:00,"Lochaber","NN189741",-4.96916633379931,56.8230060317868,"1100",330,25,"Aonach Mor: NW slopes","KM","High","Considerable -","-3.2",170,30,100,"8 - Snow","1",290,20,NA,0,-4,135,35,0,2,308,8,4,5,1,NA,-4
2014-02-01 10:00:00,"Lochaber","NN191736",-4.96553933381398,56.8185981712683,"1200",300,10,"Top of West face of Aonach Mor","BF","High","High","-6.1",160,20,100,"6 - Snow Showers","1",155,5,NA,0,-6,150,20,0,1,314,6,6,5,1,NA,-6
2014-02-02 11:30:00,"Lochaber","NN167719",-5.00357950999155,56.8024074282086,"810",350,15,"Below Douglas Boulder, Ben Nevis","BF/BM","Considerable +","Considerable -","0.2",70,20,100,"8 - Snow","1",125,8,NA,0,-2.5,180,30,0,2,322,8,6,5,2,NA,0
2014-02-03 12:35:00,"Lochaber","NN188743",-4.97094461691564,56.8247613487008,"1050",340,30,"Aonach Mor: NW slopes","KM; BM","Considerable +","Considerable -","-0.9",160,30,100,"6 - Snow Showers","1",NA,11,NA,0,-1,160,35,0,1,328,6,6,5,NA,NA,-1.2
2014-02-04 12:35:00,"Lochaber","NN195742",-4.95942029379659,56.8241365003395,"1050",10,30,"Aonach Mor: Coire Dubh","KM","Considerable -","Considerable -","-3.6",170,15,100,"8 - Snow","1",275,20,NA,0,-3.5,160,35,0,1,336,8,6,5,1,NA,-3.5
2014-02-05 12:45:00,"Lochaber","NN193745",-4.96290533832699,56.8267502469335,"1060",340,25,"Aonach Mor: NW slopes","KM","High","Considerable +","-2.3",140,20,100,"8 - Snow","1",170,20,NA,0,-3,140,30,0,1,344,8,6,5,1,NA,-3.2
2014-02-06 11:50:00,"Lochaber","NN194746",-4.96133989442216,56.8276862532928,"1120",90,45,"Winger Wall, Aonach Mor","BF","Considerable -","Considerable -","-0.7",270,10,100,"6 - Snow Showers","1",3000,20,NA,0,-1.5,240,20,0,3,350,6,6,0,1,NA,-1.1
2014-02-07 13:00:00,"Lochaber","NN168718",-5.00187256769917,56.8015496932287,"850",40,15,"Ben Nevis","GM","Considerable -","Considerable -","0.2",315,10,90,"0 - None","1",NA,20,NA,0,-3,240,15,0,2,350,0,6,0,2,NA,-0.5
2014-02-08 12:30:00,"Lochaber","NN188743",-4.97094461691564,56.8247613487008,"1050",350,20,"Aonach Mor","GM","Considerable +","High","-2.3",160,40,100,"8 - Snow","1",NA,25,10,0,-4,160,39,0,2,358,8,6,0,0,NA,-2.6
2014-02-09 10:20:00,"Lochaber","NN194746",-4.96133989442216,56.8276862532928,"1100",340,10,"top of Winger Wall, Aonach Mor","BF","High","High","-1.2",260,20,100,"8 - Snow","1",250,5,NA,0,-2,250,30,0,2,364,8,6,5,1,NA,-1.7
2014-02-10 12:35:00,"Lochaber","NN194746",-4.96133989442216,56.8276862532928,"1080",20,25,"Aonach Mor: North slopes","KM","Considerable +","Considerable -","-2",245,25,100,"8 - Snow","1",240,25,NA,0,-2,240,30,0,2,372,8,6,5,1,NA,-2.7
2014-02-11 12:30:00,"Lochaber","NN194746",-4.96133989442216,56.8276862532928,"1100",360,10,"Top of Winger Wall, Aonach Mor","BF","Considerable -","High","-4.4",220,20,100,"8 - Snow","1",130,20,NA,0,-5,200,30,0,2,380,8,6,5,1,NA,-5.7
2014-02-12 11:00:00,"Lochaber","NN190756",-4.9685956126479,56.8365020826375,"700",350,10,"Aonach mor","GM","High","High","-3.4",170,50,100,"8 - Snow","1",90,30,NA,0,-7,135,55,NA,3,388,8,6,1,1,NA,NA
2014-02-13 12:45:00,"Lochaber","NN167719",-5.00357950999155,56.8024074282086,"800",40,25,"Ben Nevis: base Douglas Boulder","KM","High","Considerable -","-1",280,30,100,"8 - Snow","1",285,30,NA,0,-4,250,40,0,2,396,8,6,5,1,NA,-1.7
